what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1493457341778
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1493457347497
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493457354752
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493457355964
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493457356387
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493457362950
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1493457365897
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493457372112
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493457379814
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493457390234
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493457396768
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1493457399128
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1493457418186
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493457426010
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493457431500
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1493457444163
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1493457450491
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1493457476432
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1493457480858
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1493457490452
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1493457516853
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1493457519550
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1493457521730
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1493457530244
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493457531903
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493457533632
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493457534336
