what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1493805854604
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493805861181
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493807660733
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1493807663109
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1493807664314
opened,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1493807668992
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1493807668995
started,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1493807670021
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1493807670255
started,bundle,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui",1493807670436
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1493807670468
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1493807670484
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1493807670806
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1493807671371
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493807678809
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493809092695
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493809093884
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493809109003
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493809267646
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1493809269034
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493809274660
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493809288605
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1493809290428
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493809295174
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493809396787
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493809399077
started,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1493809402401
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493809449522
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493809456117
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493809499887
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1493809504134
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1493809508401
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493809514061
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493809516080
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1493809521683
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1493809521804
closed,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1493809521804
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1493809523813
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1493809531224
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1493809531302
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1493809532259
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493809542148
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493809546866
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493809559043
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493809572331
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1493809576366
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1493809581646
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.refresh",1493809585461
