what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1493750330726
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1493750331069
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1493750331319
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1493750331730
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1493750332084
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1493750333267
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493750335575
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493750347203
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1493750353718
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1493750354894
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493750357336
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493750361707
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1493750368299
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1493750381980
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493750389590
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493750609988
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1493750613014
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493750624110
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493750904183
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1493750904195
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493750906284
started,bundle,org.eclipse.jdt.apt.core,3.3.401.R36_v20100727-0110,"org.eclipse.jdt.apt.core",1493750975832
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.301.R36_v20100727-0110,"org.eclipse.jdt.apt.pluggable.core",1493750976053
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493750976826
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1493750979556
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493750987931
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493750992457
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493750993152
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493751115921
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493751118410
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493751175056
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493751176391
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493751182836
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493751185360
started,bundle,org.eclipse.jdt.junit.core,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.core",1493751210197
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493751293953
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493751296335
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493751396125
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1493751398556
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493751410849
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493751415939
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493751425225
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493751429712
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1493751431442
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493751433687
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493751434815
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1493751437629
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493751442558
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493751493304
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493751500835
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493751505216
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493751507701
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493751738702
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493751741283
