what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1493488787508
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1493488793326
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1493488798040
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1493488810068
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1493488813325
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1493488813417
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1493488839913
closed,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1493488839914
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1493488855877
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1493488860598
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1493488864706
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1493488869621
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1493488870811
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1493488873058
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1493488907944
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1493488910558
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493488912757
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493488918530
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1493488932605
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1493488933322
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493488934651
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493488986855
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1493489054487
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1493489063874
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493489065214
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493489246238
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493489251630
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493489326307
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493489328270
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493489642493
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1493489661332
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493489662496
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493489699140
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493489707444
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493489793231
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1493489812528
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1493489831860
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493489834662
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493489913105
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493489936855
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493490047936
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1493490057685
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493490065675
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493490071903
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1493490078571
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1493490093245
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1493490096492
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1493490116736
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1493490127334
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1493490138346
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493490143412
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493490153514
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1493490157482
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1493490170134
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1493490189288
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1493490190251
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1493490200930
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493490203374
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493490229250
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1493490240195
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493490241715
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493490255044
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493490262046
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493490285922
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1493490330235
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1493490364619
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1493490376051
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1493490478315
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1493490483291
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1493490509337
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1493490515177
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1493490546025
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493490553365
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493490623513
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1493490634454
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1493490640103
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1493490644608
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1493490660123
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1493490663479
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1493490677491
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1493490692197
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1493490696725
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1493490728183
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1493490747182
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493490754915
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493490757539
