what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1493752754614
os,sysinfo,,,"win32",1493752754620
arch,sysinfo,,,"x86",1493752754620
ws,sysinfo,,,"win32",1493752754620
locale,sysinfo,,,"en_US",1493752754620
processors,sysinfo,,,"2",1493752754620
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1493752754620
java.runtime.version,sysinfo,,,"1.8.0_131-b11",1493752754620
java.specification.name,sysinfo,,,"Java Platform API Specification",1493752754620
java.specification.vendor,sysinfo,,,"Oracle Corporation",1493752754620
java.specification.version,sysinfo,,,"1.8",1493752754620
java.vendor,sysinfo,,,"Oracle Corporation",1493752754620
java.version,sysinfo,,,"1.8.0_131",1493752754620
java.vm.info,sysinfo,,,"mixed mode",1493752754620
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1493752754620
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1493752754620
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1493752754620
java.vm.specification.version,sysinfo,,,"1.8",1493752754620
java.vm.vendor,sysinfo,,,"Oracle Corporation",1493752754620
java.vm.version,sysinfo,,,"25.131-b11",1493752754620
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493752798951
started,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1493752800743
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1493752800856
started,bundle,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui",1493752800917
started,bundle,org.eclipse.jdt.junit.core,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.core",1493752827849
started,bundle,org.eclipse.equinox.simpleconfigurator.manipulator,2.0.0.v20100503,"org.eclipse.equinox.simpleconfigurator.manipulator",1493752828008
started,bundle,org.eclipse.equinox.frameworkadmin,2.0.0.v20100503,"org.eclipse.equinox.frameworkadmin",1493752828073
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493752849479
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493752854662
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493752877711
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493752881033
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493753099642
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1493753101845
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1493753101967
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493753110194
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493753132166
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493753132185
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493753132203
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493753134734
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493753221104
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493753222663
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493753227528
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493753227647
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493753228891
closed,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1493753229061
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1493753229338
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1493753229340
stopped,bundle,org.eclipse.ant.launching,1.0.0.v20100427,"org.eclipse.ant.launching",1493753229344
stopped,bundle,org.eclipse.compare.win32,1.0.100.I20100505-1245,"org.eclipse.compare.win32",1493753229345
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1493753229346
stopped,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1493753229346
stopped,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1493753229350
stopped,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1493753229350
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.300.v20100513-0845,"org.eclipse.jdt.apt.ui",1493753229353
stopped,bundle,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui",1493753229358
stopped,bundle,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui",1493753229377
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1493753591041
started,bundle,org.eclipse.osgi,3.6.1.R36x_v20100806,"org.eclipse.osgi",1493753591044
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1493753591046
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1493753591047
started,bundle,org.eclipse.compare.core,3.5.100.I20100526-0800,"org.eclipse.compare.core",1493753591050
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1493753591051
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1493753591053
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1493753591055
started,bundle,org.eclipse.core.filebuffers,3.5.100.v20100520-0800,"org.eclipse.core.filebuffers",1493753591056
started,bundle,org.eclipse.core.filesystem,1.3.1.R36x_v20100727-0745,"org.eclipse.core.filesystem",1493753591059
started,bundle,org.eclipse.core.jobs,3.5.1.R36x_v20100824,"org.eclipse.core.jobs",1493753591060
started,bundle,org.eclipse.core.net,1.2.100.I20100511-0800,"org.eclipse.core.net",1493753591061
started,bundle,org.eclipse.core.resources,3.6.0.R36x_v20100825-0600,"org.eclipse.core.resources",1493753591064
started,bundle,org.eclipse.core.runtime,3.6.0.v20100505,"org.eclipse.core.runtime",1493753591065
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1493753591068
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20100517,"org.eclipse.core.runtime.compatibility.auth",1493753591070
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1493753591072
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1493753591073
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.0.R201005261100,"org.eclipse.epp.usagedata.gathering",1493753591074
started,bundle,org.eclipse.epp.usagedata.recording,1.3.0.R201005261100,"org.eclipse.epp.usagedata.recording",1493753591075
started,bundle,org.eclipse.equinox.app,1.3.1.R36x_v20100803,"org.eclipse.equinox.app",1493753591075
started,bundle,org.eclipse.equinox.common,3.6.0.v20100503,"org.eclipse.equinox.common",1493753591076
started,bundle,org.eclipse.equinox.ds,1.2.1.R36x_v20100803,"org.eclipse.equinox.ds",1493753591077
started,bundle,org.eclipse.equinox.event,1.2.0.v20100503,"org.eclipse.equinox.event",1493753591077
started,bundle,org.eclipse.equinox.p2.core,2.0.2.R36x_v20100804,"org.eclipse.equinox.p2.core",1493753591078
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.202.R36x_v20100727,"org.eclipse.equinox.p2.directorywatcher",1493753591079
started,bundle,org.eclipse.equinox.p2.engine,2.0.0.v20100606,"org.eclipse.equinox.p2.engine",1493753591080
started,bundle,org.eclipse.equinox.p2.metadata,2.0.0.v20100601,"org.eclipse.equinox.p2.metadata",1493753591081
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.metadata.repository",1493753591082
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1493753591082
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.0.v20100525,"org.eclipse.equinox.p2.reconciler.dropins",1493753591083
started,bundle,org.eclipse.equinox.p2.repository,2.0.1.R36x_v20100823,"org.eclipse.equinox.p2.repository",1493753591084
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1493753591085
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.101.R36x_v20100823,"org.eclipse.equinox.p2.updatechecker",1493753591086
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1493753591086
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1493753591087
